user_id,count
,18
10121,15
10161,6
10168,18
10204,40
10220,130
10232,16
10246,18
10294,9
10332,7
10369,22
105083583,12
10546,12
105788533,8
105790568,10
105791779,8
105792084,54
105793869,9
105794043,8
105794406,46
105796367,17
105797324,9
105798365,6
105800489,11
105801261,6
105802071,11
105802873,12
105806724,36
105806948,9
105808563,10
105811146,126
105812812,22
105813840,18
105814383,37
105815919,153
105818656,41
105819339,16
105820266,7
105821890,8
105822052,6
105824478,20
105825015,14
105828773,13
105829612,85
105829717,8
105834088,8
105834572,14
105834848,12
105840706,6
105841823,8
105841930,24
105850054,20
105851679,23
105851792,13
105853558,13
105878950,30
105884647,17
105885115,33
105888900,6
105889270,38
105890157,15
105891309,42
105891981,31
105892311,12
105896397,7
105898385,21
105904743,6
105905764,6
105908354,210
105908675,42
105911436,9
105916201,6
105927097,16
105934900,10
105935712,11
105942841,15
105944712,8
105959282,58
105963898,25
105967126,6
105970716,16
105972105,37
105974560,8
105983127,6
105989354,202
10599,11
105994004,9
105995349,7
106000741,18
106001645,9
106013776,41
106016720,10
106022334,9
106035854,7
106038793,10
106045498,10
106049062,38
106055414,6
106056907,25
106058125,8
106059152,18
106063432,8
106068327,16
106071626,109
106073866,11
106075833,37
106077321,98
106077459,8
106077771,29
106096274,23
106097553,31
106098470,17
106101925,10
106103704,9
106105466,10
106106623,49
106114853,117
106114972,28
106130912,8
106140501,13
106140813,6
106141623,12
106173913,9
106180720,70
106186794,10
106187247,10
106189575,7
106194019,8
106209929,7
106214177,11
106222626,12
106236047,6
106239666,7
106242342,17
106251628,6
106268558,29
106269012,18
106271026,30
106279703,7
106280334,30
106296835,9
106306579,8
106307305,20
106308124,12
106310836,10
106320719,6
106324178,9
106325762,7
106330290,25
106347425,19
106350202,45
106351073,21
106355710,21
106356571,7
106359752,6
106366141,10
106367907,7
106368523,8
106378325,17
106380331,36
106380506,7
106381568,9
106389733,8
106397105,9
10641,22
106415187,7
106417444,20
106419027,10
106420487,13
106429172,110
106430658,16
106446101,7
106467532,23
106470162,9
106476274,7
106494698,12
106495144,14
106500472,101
106502778,229
106519306,17
106524410,260
106526829,6
106529215,9
106540971,10
106548925,8
106554219,44
106554851,7
106558490,6
106560803,8
106567735,13
106569219,7
106578430,43
106596726,125
106606462,334
106606614,22
106607467,9
106618164,16
106619611,70
106656752,13
106662918,15
106666369,13
106670773,9
106677868,11
106690825,7
106693270,6
106697264,8
106708690,30
106709875,9
106714648,8
106715165,6
106715405,7
106718275,6
106720558,10
106725999,88
106738398,6
106739805,42
106740350,10
106760418,9
106778424,18
106782341,21
106789243,21
106793614,9
106794962,6
106797711,42
106797746,8
106808301,8
106810365,17
106810689,9
106816037,16
106821785,6
106822110,28
106824532,60
106838822,7
106839278,122
106842228,17
106843929,7
106855118,7
106856071,21
106858993,6
106862538,14
106863637,7
106870964,8
106881547,13
106883001,6
106891266,6
106891650,13
106892045,15
106900667,14
106901183,13
106905587,36
106920443,8
106929372,10
106932131,89
106940449,25
106942302,14
106949968,59
106955340,19
106960437,6
106967283,29
106977824,47
106979194,8
106988779,8
107002494,7
107003581,9
107012952,17
107016396,10
107017099,6
107018697,12
107028300,15
107059069,223
107068176,8
107069819,6
107073729,11
107078873,7
107097922,24
107106012,17
107111603,7
107117061,9
107117542,9
107130713,11
107134493,12
107142289,22
107147231,7
107156374,17
107159381,21
107166204,6
107167168,58
107178013,10
107178182,22
107180162,9
107183979,12
107201572,13
107206725,8
107207677,11
107214214,17
107229840,21
107232529,19
107232890,6
107249864,68
107250166,7
107253738,8
107256570,9
107258586,6
107267655,46
107281176,11
107290679,14
107291371,6
107302730,6
107314000,8
107314708,7
107318389,8
107325227,11
107338568,9
107338979,137
107346717,7
107362148,6
107373153,11
107384624,21
107395651,10
107396029,14
107397081,45
107403191,6
107404959,14
107410589,46
107412647,9
107440613,9
107442741,11
107443041,14
107447299,18
107461486,11
107464370,83
107469950,24
107485449,126
107495850,12
107510032,30
107512199,128
107512810,7
107543115,80
107544688,9
107553618,25
107556868,11
107559451,7
107559987,58
107584287,12
107587591,19
107595530,18
107615085,19
107629487,14
107632471,9
107671833,26
107677137,28
107697335,18
107707031,14
107720692,26
107727480,11
107728299,9
107742566,7
107768025,6
107769122,37
107771772,14
107772805,33
107774157,16
107780599,15
107790130,9
107792796,17
107802376,55
107803622,8
107807210,15
107818591,16
107828589,8
107847438,23
107864460,67
107870705,8
107872722,9
107875017,10
107878125,7
107882995,21
107884234,18
107886100,6
107889804,7
107907624,6
107909507,15
107912878,6
107913515,33
107918720,8
107923457,12
107928598,23
107932499,7
107933829,6
107937182,17
107942262,14
107950467,6
107954672,7
107959320,17
107985832,21
107986284,8
107987371,10
107990357,7
107994025,56
107994265,10
107996336,7
108001637,14
108002589,87
108013033,23
108014034,52
108015415,6
108029322,13
108032601,7
108044448,10
108044498,19
108058979,123
108060888,12
108076264,39
108080521,17
108081084,11
108084510,10
108111670,8
108118179,25
108128999,17
108132995,11
108137956,6
108149490,11
108174185,25
108179333,21
108181060,16
108184073,21
108187512,10
108193458,12
108206634,8
108212456,198
108213920,14
108224319,32
108235426,41
108266520,21
108268000,9
108273822,18
108275373,83
108277411,41
108290367,8
108295265,10
108297579,51
108310475,42
108311593,21
108315387,13
108320835,24
108321790,22
108321858,49
108328399,33
108345092,7
108346136,62
108350808,6
108351531,75
108356932,10
108362896,8
108367150,7
108368607,18
108369403,9
108370856,41
108395228,17
108404658,7
108405164,32
108414210,7
108416587,7
108418119,17
108424062,6
108427122,14
108437743,15
108453180,8
108464676,9
108483100,8
108495957,14
108498935,32
108510021,8
108521479,11
108541430,7
108543839,6
108565014,87
108576161,103
108577786,19
108592695,8
108613080,8
108639393,9
108677729,11
108679955,37
108683795,8
108692739,242
108712243,16
108713984,8
108739681,9
108751329,230
108751540,20
108755310,12
108759959,6
108766448,18
108777482,16
108780591,13
108813564,10
108815591,47
108839199,6
108870954,6
108879909,56
108883819,6
108887054,9
108894542,43
108903805,6
108940753,6
10896,22
108980384,16
109004199,7
109007098,13
109015129,13
109033387,30
109045036,7
109048457,16
109054838,35
109095710,6
109112260,8
109112940,9
109137646,35
109138328,7
109159090,11
109171331,7
109197897,28
109212991,121
109225871,6
109227367,37
109257815,45
109285776,7
109324311,27
109339873,7
109353094,26
109359725,17
109367808,14
109385606,7
109385742,10
109388986,7
109453969,6
109454086,21
109463515,26
109483120,15
10949,11
109512488,12
109514934,7
109541388,9
109542648,6
109557139,14
109573417,6
109585732,40
109586477,8
109600107,12
109606358,16
109628210,28
109652359,14
109663557,11
109669895,11
109670346,8
109692035,6
109692317,8
109711624,26
109743530,6
109774591,10
109800888,13
109801427,123
109854604,34
109869056,16
109872933,6
109877052,7
109892956,43
109899776,7
109907430,10
109969730,12
109974984,11
110040722,65
110049722,31
110103936,17
110148307,8
110148614,18
110151691,58
110164339,11
110224996,18
110231041,16
110255173,17
110259494,7
110263304,50
110268695,9
110270496,8
110271502,13
110284676,10
110286503,10
110315255,11
110321043,11
110340063,21
110357532,34
110390587,6
110402497,6
110404135,36
110433236,13
110456934,14
110464575,7
110499737,6
110507171,33
110521969,7
110524225,11
110536605,69
110538629,129
11054,8
110541879,6
110558553,10
11057,16
110575515,10
110593074,39
110620929,25
110641401,12
110652445,62
110652833,9
110698353,6
110708217,11
110713768,6
110736595,15
110747726,16
110751501,15
110755108,15
110756813,6
110781831,16
110784638,6
110789261,25
110801668,15
110812413,122
110816542,7
110818525,11
110818652,7
110854609,6
110869322,10
110932568,257
110941646,15
110967113,8
110968170,36
110978237,25
111019034,22
111026160,7
111041541,12
111085650,9
111103926,8
111120691,22
111134719,27
111151248,9
111165061,6
111178519,7
111182404,6
111205821,23
111237800,23
111284457,25
111284682,10
111288999,12
111290473,9
111311527,7
111351242,11
111353570,19
111438607,10
111442195,16
111443138,28
111454178,16
111525178,11
11154,8
111547589,18
11156,175
111571065,13
111571968,87
111575643,14
111589431,13
111595615,12
111599165,58
111611476,38
11167,8
111678016,21
111684369,6
111687255,6
111691678,7
111692987,17
111695941,34
111698729,15
111709410,10
111713605,8
111719845,6
111720713,32
111735337,8
111737693,114
11176,43
111760503,15
111762476,7
111771784,6
111776255,15
111794778,9
111802614,41
11181,7
111812270,10
111819336,13
111821616,8
111859489,9
111864151,7
111864575,30
111869079,8
111889864,7
111899650,12
111915782,8
111917792,9
111917976,9
111920138,13
111928487,8
111929003,21
111935346,11
111941074,259
111944148,6
111960285,14
111964707,19
111968444,11
111969139,6
111972512,9
111999397,13
112001846,12
112010483,9
112014548,9
112025009,53
112028640,6
112033994,36
112035468,30
112041672,6
112062367,11
112070499,7
112089252,6
112090262,14
112099289,11
112105385,39
112109839,14
11212,7
112122508,11
112128100,7
112134112,52
112134885,36
112139023,33
112143257,7
112154255,12
112167580,12
112171525,6
112190995,18
112203354,11
112207022,16
112218062,12
112226054,7
112234134,40
112244155,7
112246286,12
112250023,10
112253410,62
112254411,35
112261923,6
112273728,28
11228,14
112284435,9
112291215,8
112302571,7
112309640,8
112310460,12
112347286,19
112348879,6
11235,6
112370412,47
112375317,10
112378371,6
112380099,14
112386808,32
112390645,27
112395463,10
112405447,10
112413521,9
112418846,34
112430960,6
112442405,19
112444283,8
112449870,63
112465394,32
112470261,118
112471485,10
112472436,7
112475815,6
112476199,6
112478574,7
112480812,10
112488513,6
112493065,28
112506923,14
112508144,21
112520399,12
112521272,16
112529638,93
112804105,6
112811197,7
112830099,11
112850512,6
112852037,15
11287,7
112881193,28
113021460,12
11387,16
11588,34
11928,68
12023,82
12117,23
12119,6
12177,6
12194,26
12522,22
12690,15
13297,39
13318,31
13513,8
13698,9
13777,10
13833,7
14015,176
14224,15
14233,14
14248,77
14289,9
14380,62
14537,78
14595,26
14682,13
14723,7
15023,13
200032274,9
200032696,6
200035270,7
200035516,21
200037915,19
200038210,8
200039655,35
200040692,7
200043434,6
200043948,22
200045771,14
200046693,8
200047553,13
200051315,6
200051409,141
200054302,6
200055181,20
200056002,9
200057955,15
200060217,51
200060583,8
200062165,13
200062703,7
200064367,7
200067083,11
200067117,6
200068972,23
200069656,10
200072916,22
200073216,10
200074509,6
200078072,12
200078133,29
200084370,18
200086808,8
200092485,10
200097316,10
200097721,6
200100980,7
200101132,7
200101945,9
200103919,8
200106112,15
200106501,21
200109073,26
200112209,14
200118184,23
200119070,6
200119694,8
200124208,12
200125806,13
200125934,6
200128230,22
200135894,30
200137881,13
200140660,21
200141367,10
200145310,13
200146011,7
200146038,56
200146467,8
200147960,6
200148655,14
200148986,6
200149585,111
200152635,51
200152824,25
200154186,21
200154331,7
200156450,23
200156794,6
200157872,7
200157873,7
200158742,9
200159270,9
200160054,6
200162582,8
200162628,9
200163353,27
200164016,6
200164503,50
200166580,18
200167473,11
200167859,9
200171218,6
200171466,19
200173921,8
200176751,14
200177398,16
200177775,22
200178143,6
200178657,7
200180012,8
200180051,31
200180118,19
200181469,6
200184575,13
200187828,6
200188739,8
200188837,8
200189307,31
200189541,11
200189756,61
200190381,22
200190767,19
200191708,9
200191884,9
200192385,7
200193869,11
200195296,32
200195568,29
200196715,14
200196998,11
200198222,7
200201706,11
200201948,6
200202002,6
200202760,8
200208328,16
200208902,8
200209467,26
200209525,7
200209963,43
200212139,10
200212472,7
200215553,46
200216014,25
200216177,6
200216239,7
200217351,35
200217775,15
200218431,6
200220298,6
200220763,14
200223441,14
200223812,7
200224458,6
200224733,6
200225210,7
200228270,9
200229308,19
200230104,8
200230983,18
200233327,8
200235095,6
200235968,7
200236300,57
200238251,6
200241195,12
200243779,43
200246590,6
200249198,8
200252454,32
200252640,14
200255658,31
200255780,6
200256148,7
200256288,6
200256968,12
200259318,7
200259548,39
200262639,12
200263084,7
200263678,9
200263794,7
200264871,13
200265615,75
200267314,88
200270293,7
200270683,9
200274001,6
200274190,8
200276229,7
200277103,30
200277509,16
200279346,7
200280193,6
200280367,33
200286072,147
200292349,7
200293334,12
200295503,121
200298278,89
200299641,6
200302206,9
200307664,17
200309724,12
200310077,10
200315953,6
200320374,9
200325139,7
200326683,9
200326735,15
200327586,6
200327663,69
200329112,10
200330850,7
200331187,12
200333846,13
200334504,6
200336161,8
200337244,25
200337743,6
200338056,6
200340188,14
200342861,6
200343851,27
200345208,39
200346600,13
200347415,12
200354167,16
200355331,9
200358036,64
200358378,20
200359758,13
200360014,6
200361868,29
200363359,63
200363406,8
200363818,11
200364165,6
200368837,15
200369155,6
200370508,8
200370943,19
200371240,40
200371713,46
200373301,7
200375449,10
200378977,10
200379004,8
200379970,29
200380420,6
200381561,23
200381589,15
200382261,9
200383658,21
200384377,128
200385662,15
200386524,12
200386608,8
200387552,8
200387956,60
200391839,9
200392037,8
200392867,19
200395383,10
200395934,13
200396715,6
200398691,10
200399365,9
200400828,73
200401073,31
200401145,7
200402229,6
200403473,7
200409380,6
200409726,9
200411340,25
200411599,7
200411749,16
200413444,15
200415259,11
200418796,15
200420810,22
200422970,9
200424452,7
200426730,14
200432941,6
200433088,7
200433454,10
200434365,6
200435671,20
200436145,12
200436275,15
200437282,12
200437372,7
200438199,39
200440235,8
200440286,17
200444086,11
200444698,7
200444938,6
200445163,18
200445394,7
200445549,8
200447886,35
200449145,6
200449935,21
200450220,6
200454560,21
200454743,14
200456209,7
200456278,6
200456664,8
200456840,8
200458569,7
200458585,6
200463535,71
200464807,12
200468772,7
200471256,8
200471505,7
200471675,74
200475728,10
200478263,9
200480488,57
200480653,6
200480900,21
200481823,8
200483418,8
200484253,6
200485491,7
200486591,10
200487233,6
200487400,107
200488352,9
200489189,24
200489484,22
200491648,49
200492669,24
200495103,28
200498153,8
200499095,12
200504464,8
200512949,12
200515470,15
200516888,11
200517608,114
200524830,8
200526561,10
200526757,53
200534429,6
200536428,27
200543428,21
200545295,6
200546784,7
200547559,9
200547834,19
200548117,6
200548520,16
200559854,18
200561159,37
200563905,14
200566155,55
200566358,9
200566754,9
200567401,7
200577639,22
200577820,20
200582006,8
200583785,11
200589654,8
200597713,6
200601483,6
200602495,11
200605754,27
200607068,37
200608034,18
200609524,58
200614233,29
200616950,7
200618381,7
200619446,7
200623661,11
200623915,8
200628150,180
200631679,14
200632596,11
200633255,7
200635787,6
200638027,8
200638102,14
200638222,36
200640302,6
200642153,42
200642942,89
200644878,14
200647008,6
200647537,9
200649671,10
200650779,10
200650787,24
200652261,9
200652329,8
200652367,58
200652933,7
200653084,9
200653499,132
200653896,6
200655488,10
200661992,50
200662433,11
200664138,10
200665017,7
200665954,10
200667321,18
200667930,7
200668474,7
200668884,36
200670332,20
200672350,8
200675618,10
200677551,6
200678844,11
200680472,11
200680569,6
200681411,6
200682864,37
200683479,26
200684318,23
200684748,11
200685343,9
200687772,10
200691859,6
200692207,9
200695320,19
200697825,6
200700388,23
200703443,9
200706343,16
200706787,7
200706865,43
200707568,7
200712093,15
200718194,9
200718501,6
200718908,8
200724099,6
200724973,13
200727154,9
200727194,12
200729621,6
200732633,6
200733671,10
200736173,7
200736490,38
200736575,8
200741427,59
200741976,6
200742208,46
200743325,6
200744382,15
200745642,15
200777842,6
200778104,8
200778414,6
200779455,6
200784342,6
200791760,7
200795768,10
200804103,15
200813239,14
200824699,8
200824997,67
200825009,6
200827727,23
200840648,10
200846344,6
200846769,7
200848575,7
200854616,7
200855347,9
200859263,8
200861581,23
200866201,10
200895207,17
200896128,27
200903027,45
200903515,6
200908510,7
200913809,10
200929854,17
200944492,7
200946938,7
200949652,7
200951148,10
200963354,9
5361933,11
5717666,11
7003982,15
7038109,7
7055529,6
7075289,16
7116695,7
7117189,9
7131258,25
7135609,8
